date,AFKS,AFLT,ALRS,BSPB,CHMF,GAZP,GMKN,LKOH,MAGN,MGNT,MOEX,MTLR,MTSS,MVID,NLMK,NVTK,PHOR,PIKK,PLZL,ROSN,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,TATN,TATNP,TRNFP,VTBR
2015-01-05,12.25,33.21,60.38,24.6,522.0,133.95,85.9,2295.0,11.279,9877.0,60.4,24.97,174.7,135.5,66.285,455.5,1784.0,191.7,100.05,196.75,56.37,38.59,4.595,142.0,24.24,29.6,238.0,134.7,1301.0,337.5
2015-01-06,12.37,33.07,61.28,25.6,556.9,138.92,91.01,2345.0,11.55,10400.0,61.9,25.3,179.9,146.0,66.7,476.7,1855.0,198.9,104.7,200.3,58.28,39.5,4.5,144.6,25.015,30.195,228.75,135.3,1429.9,333.3
2015-01-08,12.6,35.17,60.2,26.5,542.7,146.46,95.5,2572.0,12.35,10627.0,61.9,26.4,190.05,148.5,67.41,483.0,1776.0,191.2,106.0,214.95,65.7,43.75,4.595,148.1,26.265,31.6,245.0,136.0,1300.0,337.05
2015-01-09,12.61,34.0,61.91,26.15,548.55,141.7,97.4,2461.0,12.1,10542.0,60.14,26.5,195.0,145.9,67.9,475.1,1798.0,192.7,105.0,206.6,63.1,42.9,4.555,146.6,25.65,32.01,234.05,134.5,1208.2,326.55
2015-01-12,12.13,34.45,63.0,25.7,558.45,140.22,98.39,2477.0,11.893,10689.0,59.59,26.4,193.0,141.7,70.12,470.7,1795.0,188.0,102.0,204.0,62.9,42.41,4.65,143.1,25.45,31.36,228.25,133.3,1280.0,317.65000000000003
2015-01-13,12.25,35.0,66.4,25.55,583.0,142.64,100.25,2522.0,12.38,11180.0,58.51,25.0,204.5,136.9,72.505,489.4,1843.0,195.4,103.55,204.9,60.31,40.82,4.695,143.8,25.6,32.3,234.7,133.8,1309.9,302.5
2015-01-14,12.6,36.55,71.7,25.4,595.0,146.3,96.0,2588.0,12.546,11450.0,61.22,25.25,210.2,136.5,72.35,497.9,1867.0,192.8,102.4,209.5,60.05,41.5,4.48,142.9,25.835,32.7,244.55,132.2,1319.1,300.5
2015-01-15,12.54,36.65,68.6,24.9,577.0,147.0,92.9,2618.9,12.28,11304.0,61.8,26.13,216.5,135.0,75.18,483.2,1890.0,189.8,104.5,219.9,61.8,41.7,4.305,142.6,25.99,32.82,251.3,137.5,1300.0,313.65
2015-01-16,12.43,36.05,69.55,24.85,587.9,149.6,95.61,2736.0,12.151,11350.0,62.5,26.28,215.8,132.0,75.7,490.0,1955.0,194.1,107.6,226.0,61.99,42.03,4.275,144.0,26.15,34.25,260.0,137.3,1309.8,326.1
2015-01-19,12.48,36.34,69.7,24.75,589.0,148.11,94.17,2640.0,12.24,11235.0,63.45,26.8,215.0,127.5,75.43,487.0,2008.0,188.7,109.0,225.3,61.8,42.09,4.345,146.7,26.3,34.9,261.0,136.7,1297.9,320.05
2015-01-20,12.5,37.2,71.0,24.6,586.9,145.75,94.7,2628.7,12.366,11395.0,62.0,27.23,214.15,128.3,76.85,475.0,2054.0,188.1,111.9,227.0,60.8,42.24,4.25,150.1,26.6,36.4,257.0,137.4,1309.0,310.5
2015-01-21,12.63,38.1,76.5,25.8,592.0,148.8,96.75,2752.0,12.405,11855.0,64.5,32.15,222.95,140.5,76.47,490.4,2080.0,188.0,112.0,234.6,62.8,43.29,3.935,154.3,28.38,36.8,275.0,140.9,1309.0,317.5
2015-01-22,13.6,39.55,77.5,26.45,599.5,151.5,103.86,2820.0,12.8,12070.0,68.0,35.55,227.0,148.2,79.895,523.7,2111.0,188.0,111.9,241.8,64.35,44.8,4.085,155.5,29.95,38.1,287.3,150.9,1325.0,318.09999999999997
2015-01-23,13.62,40.15,76.0,26.25,587.0,152.83,104.0,2849.0,12.899,11750.0,69.11,34.4,228.0,151.0,79.505,512.0,2114.0,188.0,107.0,243.9,64.45,45.94,3.98,153.8,29.475,39.425,297.95,151.8,1319.7,319.0
2015-01-26,12.9,38.26,73.45,25.05,616.15,148.0,107.55,2864.9,12.81,11540.0,66.6,32.71,214.25,143.7,82.845,504.0,2139.0,188.0,105.1,237.25,60.49,42.88,3.945,151.3,28.555,38.925,285.65,150.0,1266.3,313.0
2015-01-27,12.72,38.0,77.9,25.5,632.5,150.9,111.79,2925.1,13.3,11270.0,67.84,33.7,215.55,142.4,86.695,505.5,2177.0,186.2,104.0,239.0,61.2,43.8,4.015,152.5,30.34,41.415,297.9,148.0,1335.0,318.2
2015-01-28,12.4,38.11,75.3,26.0,630.85,147.7,115.34,2865.2,13.048,10200.0,68.0,33.59,214.0,142.3,86.11,488.0,2245.0,186.6,105.5,231.5,60.63,43.15,3.96,151.7,29.1,40.35,289.0,154.2,1353.0,335.90000000000003
2015-01-29,12.74,37.3,76.3,25.5,634.2,145.0,114.5,2845.2,13.1,10550.0,69.3,43.3,219.55,140.4,89.155,480.4,2269.0,187.4,105.5,226.55,60.5,43.39,3.9,152.9,29.13,40.75,280.1,155.2,1327.4,332.5
2015-01-30,13.33,38.25,78.49,26.1,642.35,143.82,116.1,2789.9,13.134,10590.0,70.0,44.85,217.85,139.6,91.995,460.0,2291.0,189.7,104.95,229.35,61.5,43.84,3.92,156.9,31.1,41.6,270.15,157.7,1419.0,344.7
2015-02-02,14.05,37.34,76.1,25.5,645.9,138.18,112.8,2750.1,13.16,10190.0,69.66,39.59,227.3,141.6,88.5,472.0,2260.0,188.1,104.65,230.55,61.4,42.7,3.85,155.9,31.7,41.9,285.0,161.0,1376.5,334.8
2015-02-03,15.4,37.55,82.0,25.25,632.0,140.35,109.9,2851.5,13.715,10400.0,73.5,39.1,233.05,142.0,88.5,482.3,2226.0,187.9,105.4,238.35,62.0,43.23,3.835,156.9,32.99,42.85,294.0,163.4,1394.0,338.5
2015-02-04,16.75,37.09,78.2,25.15,656.0,142.6,107.5,2910.0,13.689,10340.0,73.3,40.89,232.0,143.8,89.305,478.5,2238.0,188.0,105.2,239.0,61.04,42.51,3.855,159.2,32.2,41.895,301.0,164.9,1338.1,334.45000000000005
2015-02-05,16.2,37.75,77.42,25.3,663.4,147.6,111.0,2996.0,13.638,10235.0,72.0,43.28,235.5,152.0,88.495,500.2,2226.0,188.5,106.1,251.0,62.41,43.5,3.915,158.5,34.095,42.61,319.35,171.5,1361.1,339.3
2015-02-06,16.5,38.0,79.0,25.2,701.2,151.6,113.94,3120.1,13.766,11075.0,74.8,41.99,240.8,157.0,91.045,522.2,2247.0,190.8,106.0,261.0,64.31,44.7,3.88,160.3,35.5,43.67,335.5,181.8,1419.5,341.3
2015-02-09,17.6,37.6,78.45,24.95,696.0,149.3,113.52,3016.0,14.13,11440.0,74.2,43.0,240.6,159.0,89.83,527.5,2242.0,203.0,106.9,257.0,65.57,45.6,3.855,166.0,35.85,43.7,324.0,184.0,1390.0,340.0
2015-02-10,17.84,37.83,76.16,25.15,688.0,149.31,113.45,3000.0,14.216,11490.0,71.26,43.28,230.05,160.8,89.15,520.0,2240.0,204.2,106.3,257.05,65.0,45.28,4.15,171.0,36.6,44.4,320.55,183.8,1360.0,341.05
2015-02-11,17.85,38.0,77.15,25.5,695.0,150.55,116.97,3069.1,14.5,11500.0,70.5,43.31,237.95,160.3,88.6,530.9,2319.0,202.0,113.6,265.35,65.12,45.93,4.095,176.0,36.8,43.815,320.5,183.7,1400.2,345.25
2015-02-12,18.38,39.39,73.6,26.45,713.0,157.7,120.37,3120.0,14.12,11855.0,72.5,45.0,250.95,165.8,88.79,539.5,2298.0,205.1,110.05,274.05,67.21,48.68,3.91,189.0,36.5,42.31,340.0,185.9,1385.0,345.00000000000006
2015-02-13,18.85,40.4,73.35,28.75,711.5,162.4,121.06,3135.0,14.01,12250.0,72.5,45.44,257.35,169.3,89.2,543.8,2209.0,204.2,111.2,290.2,70.6,52.77,3.935,190.5,36.6,41.51,353.0,185.0,1399.9,347.0
2015-02-16,20.05,40.41,72.5,29.55,685.0,160.19,119.0,3020.0,13.9,11920.0,74.88,44.24,252.3,174.8,85.5,524.6,2177.0,203.4,115.0,279.7,70.0,52.7,3.995,181.5,35.535,41.295,335.0,176.8,1430.1,336.25
2015-02-17,19.1,40.15,72.4,30.25,698.6,159.2,113.75,3010.0,14.58,11820.0,75.45,46.6,252.0,177.0,85.555,522.7,2218.0,204.8,113.05,275.95,72.45,53.0,3.945,181.1,35.185,41.455,338.6,173.4,1454.0,335.45
2015-02-18,18.82,40.98,73.48,31.15,702.0,163.0,111.4,3000.0,14.529,11766.0,78.4,47.84,250.35,181.8,85.65,527.5,2190.0,205.1,111.85,281.45,76.4,55.5,3.995,180.8,35.1,40.4,335.15,177.5,1458.2,334.2
2015-02-19,18.17,39.93,75.0,31.5,706.0,160.9,113.55,2994.8,14.4,11800.0,76.75,55.35,257.0,175.0,85.885,529.2,2123.0,198.6,111.0,275.75,73.78,53.19,3.98,175.5,34.85,40.16,343.3,179.4,1448.5,334.8
2015-02-20,18.28,40.0,75.7,32.4,704.9,158.0,113.3,2990.0,14.52,11796.0,75.69,55.1,252.5,173.0,85.9,518.1,2128.0,194.5,109.6,274.0,74.75,54.09,4.035,172.4,34.335,40.35,345.8,178.0,1464.0,333.00000000000006
2015-02-24,17.32,39.6,73.87,32.0,698.1,154.99,113.48,3001.0,14.471,11687.0,76.5,61.99,250.3,171.2,84.58,518.3,2127.0,194.7,110.0,268.65,73.7,52.67,4.0,166.6,34.2,39.455,340.0,181.3,1433.0,322.55
2015-02-25,17.71,38.99,73.0,31.3,689.0,150.7,110.61,2933.4,14.228,11510.0,76.6,73.0,248.6,166.5,83.03,506.7,2070.0,189.8,110.5,263.45,74.2,52.36,4.125,166.5,33.58,38.65,326.6,174.0,1382.9,333.5
2015-02-26,18.03,39.5,70.12,32.45,684.0,151.65,110.93,2935.0,14.26,11574.0,77.45,83.58,253.5,166.4,81.695,499.3,2090.0,189.2,111.15,263.85,75.95,54.45,4.895,168.4,34.715,39.66,327.55,170.9,1370.0,350.5
2015-02-27,18.32,39.19,68.5,33.25,682.0,152.95,111.82,2981.2,14.6,11305.0,76.9,82.27,249.0,166.3,81.1,503.7,2109.0,195.0,111.0,265.85,75.91,53.7,4.615,172.6,34.2,38.69,316.0,168.6,1380.0,340.0
2015-03-02,18.12,39.5,68.95,34.3,707.6,155.5,112.69,3027.2,14.93,11367.0,76.01,83.0,247.55,180.4,82.7,512.2,2141.0,192.1,113.0,269.7,76.2,54.1,4.55,171.9,36.5,41.01,330.95,169.8,1366.3,340.49999999999994
2015-03-03,18.0,39.89,72.05,35.6,738.45,159.0,114.8,3009.5,15.9,11650.0,74.88,83.79,257.25,181.4,84.94,522.0,2199.0,192.5,113.8,277.0,75.55,54.15,4.445,175.1,36.82,42.325,333.55,176.0,1402.4,347.55
2015-03-04,17.6,38.55,73.95,35.65,730.0,154.0,111.4,2955.0,15.73,11100.0,70.67,89.45,252.0,176.0,81.75,512.7,2190.0,188.0,113.45,264.95,72.31,52.91,4.41,172.0,35.9,41.3,319.0,175.9,1369.7,340.0
2015-03-05,17.41,38.47,74.41,34.7,730.05,154.8,111.8,2915.0,15.9,11360.0,70.0,93.5,247.5,179.5,82.15,512.4,2153.0,188.4,113.85,269.6,72.7,53.5,4.445,172.6,35.9,42.45,313.4,171.0,1350.0,332.0
2015-03-06,16.9,38.96,74.5,34.85,721.0,152.12,109.9,2800.0,15.98,11347.0,69.0,77.49,244.5,178.9,81.6,498.7,2101.0,188.4,112.55,263.5,73.25,53.36,4.985,171.2,35.085,41.225,298.2,163.9,1359.0,323.6
2015-03-10,15.7,36.65,74.55,31.55,710.35,148.05,104.25,2699.0,15.05,10820.0,65.0,70.04,234.5,173.1,77.6,485.0,2117.0,188.1,111.65,253.0,69.8,50.77,4.49,163.8,33.75,39.45,283.65,160.5,1364.0,313.0
2015-03-11,15.06,36.65,75.0,32.15,734.5,145.99,105.88,2726.9,15.497,10835.0,67.9,88.0,234.0,172.2,80.005,482.0,2109.0,189.8,111.8,251.45,70.68,50.45,4.44,161.9,34.1,40.0,285.9,162.1,1368.0,316.40000000000003
2015-03-12,15.31,38.45,75.0,32.85,710.0,144.7,107.3,2733.9,15.485,10600.0,69.2,87.27,232.35,174.2,77.93,471.8,2105.0,189.8,112.55,247.7,70.79,49.95,4.475,159.6,34.4,40.5,284.85,164.9,1315.0,322.5
2015-03-13,14.83,37.18,76.12,32.95,708.1,141.8,103.8,2659.0,15.555,10350.0,67.3,82.5,230.3,172.0,77.8,461.7,2051.0,187.3,111.6,241.3,67.87,48.6,4.435,156.7,33.985,40.155,277.95,162.8,1326.2,316.6
2015-03-16,14.89,36.5,79.61,32.3,708.6,139.75,102.98,2666.0,15.375,10350.0,67.26,73.78,222.7,169.3,76.875,466.0,2005.0,178.9,106.5,236.7,65.57,46.91,4.17,157.0,33.03,39.8,272.0,156.4,1339.1,310.5
2015-03-17,16.0,35.01,82.8,31.35,692.8,139.7,105.95,2689.0,15.317,10360.0,66.5,72.68,220.4,168.3,77.0,460.0,2035.0,170.7,100.0,237.0,64.65,46.27,4.2,156.1,33.45,39.875,271.45,156.5,1321.5,305.0
2015-03-18,16.52,35.1,79.5,31.25,690.0,140.25,106.92,2735.0,15.066,10699.0,67.7,78.0,227.3,164.0,77.435,464.0,2105.0,181.0,99.8,243.4,65.26,47.0,4.185,157.6,34.105,40.21,281.45,165.0,1327.7,312.0
2015-03-19,16.35,35.0,77.0,31.05,680.75,136.81,104.1,2689.8,14.455,10500.0,66.99,80.05,227.0,162.1,77.455,447.0,2083.0,184.8,104.5,237.05,64.9,46.55,4.185,159.4,34.5,39.7,288.45,163.0,1286.5,311.50000000000006
2015-03-20,16.6,33.5,78.0,31.15,683.0,136.0,105.01,2710.0,14.022,10900.0,65.8,70.54,238.95,164.6,78.015,453.0,2110.0,187.7,104.25,239.3,67.0,47.51,4.155,159.7,35.225,42.6,294.25,164.7,1240.0,317.0
2015-03-23,16.59,34.0,74.9,31.5,674.5,134.61,104.2,2679.9,14.388,10550.0,65.98,72.15,238.75,164.7,75.65,434.8,2018.0,195.0,100.8,239.95,65.0,46.1,4.335,157.8,34.595,42.59,282.5,164.0,1264.3,308.59999999999997
2015-03-24,16.89,34.24,75.5,31.8,661.7,137.15,103.3,2709.7,14.0,10798.0,69.0,72.19,246.0,169.0,75.98,429.4,2000.0,195.0,101.3,244.0,65.6,45.71,4.295,155.9,35.845,42.605,281.0,164.5,1246.5,315.0
2015-03-25,17.6,33.6,73.6,32.35,658.15,134.9,105.0,2697.3,13.7,11000.0,69.25,70.3,249.65,178.7,73.76,430.3,2041.0,192.9,100.15,242.7,64.8,45.8,4.295,155.6,36.355,42.6,277.5,165.1,1249.0,314.0
2015-03-26,17.04,32.5,70.2,31.5,636.9,132.2,103.1,2623.0,13.299,11140.0,69.43,65.54,242.75,183.0,72.675,418.0,2011.0,194.1,100.2,237.1,62.85,44.65,4.335,154.9,34.73,41.62,269.5,160.6,1238.0,303.0
2015-03-27,17.3,32.7,70.23,31.8,642.8,134.88,99.05,2577.0,14.0,11038.0,66.65,60.11,243.0,179.1,73.11,416.5,2011.0,194.0,106.6,237.25,61.0,44.15,4.48,155.7,35.1,41.7,267.0,160.3,1241.8,297.5
2015-03-30,17.4,34.04,71.31,32.0,657.0,137.0,105.3,2657.0,14.0,11185.0,68.99,75.45,246.3,189.8,76.6,432.0,2057.0,192.3,102.8,247.5,63.01,46.03,4.445,157.7,35.69,43.25,278.9,168.8,1239.9,300.09999999999997
2015-03-31,17.9,34.0,72.0,31.55,658.0,138.9,103.99,2705.0,14.99,11350.0,69.0,74.3,247.0,193.0,77.615,432.0,2011.0,193.0,101.65,252.15,62.88,45.63,4.38,159.5,35.1,44.5,287.0,165.7,1245.0,300.0
2015-04-01,17.75,36.14,73.0,31.75,644.5,143.0,105.39,2755.0,15.149,11750.0,70.26,71.2,250.9,197.0,77.01,450.3,2042.0,193.2,102.8,261.35,64.5,47.3,4.4,158.8,35.99,45.35,300.1,169.6,1262.1,301.95
2015-04-02,17.85,35.76,73.61,31.65,643.0,143.9,100.9,2780.5,14.802,11971.0,75.49,71.8,250.0,195.0,76.74,467.2,2014.0,186.0,101.1,262.55,65.92,48.9,4.37,157.6,37.0,47.5,301.5,166.8,1330.0,308.49999999999994
2015-04-03,17.65,35.76,72.41,32.2,641.05,143.94,102.37,2824.8,14.731,11799.0,74.75,69.02,248.6,195.2,77.83,476.4,2002.0,193.0,101.3,263.7,65.5,48.86,4.23,159.1,36.69,46.845,299.0,165.9,1290.7,308.1
2015-04-06,17.7,36.5,72.82,32.55,638.2,145.7,102.0,2823.3,14.698,11900.0,76.49,70.42,253.9,196.0,76.89,478.0,2020.0,192.4,101.65,266.15,68.99,50.62,4.77,160.0,37.33,46.5,307.45,166.6,1276.0,311.50000000000006
2015-04-07,17.23,36.6,70.99,32.35,636.9,146.2,101.25,2790.0,15.095,12020.0,77.01,69.87,255.0,196.0,74.69,474.4,1995.0,189.6,102.75,264.1,69.6,51.35,4.44,157.8,37.39,46.0,305.5,164.0,1285.7,300.7
2015-04-08,16.61,35.75,69.0,31.85,620.0,147.27,99.86,2755.0,15.257,11890.0,75.2,71.53,253.0,190.0,72.39,470.6,1983.0,192.0,102.2,263.7,69.4,50.7,4.32,154.5,36.7,45.895,303.0,167.4,1263.0,300.0
2015-04-09,16.3,35.1,65.5,32.4,612.6,148.1,97.4,2707.8,15.052,11744.0,72.3,67.85,252.0,189.7,70.05,465.5,1955.0,182.4,102.5,258.55,72.0,51.8,4.26,153.1,36.835,45.2,297.95,164.5,1195.6,293.95
2015-04-10,16.72,38.0,65.2,32.75,607.0,148.0,99.36,2634.9,14.46,11711.0,73.5,66.97,248.0,185.4,69.87,463.6,1899.0,192.0,103.5,256.95,71.5,51.97,4.3,151.5,35.99,44.18,297.2,161.9,1204.9,293.5
2015-04-13,16.68,37.13,62.02,33.5,604.5,148.8,98.39,2617.0,15.249,12300.0,74.5,64.7,253.1,191.4,71.48,477.2,1930.0,192.0,105.95,255.5,74.1,53.5,4.4,152.3,36.8,44.0,303.0,165.0,1244.0,295.15
2015-04-14,16.37,37.7,64.5,34.8,590.0,144.4,95.2,2559.0,14.9,11801.0,73.4,65.0,253.5,190.0,67.985,462.9,1921.0,192.0,104.5,249.5,74.05,53.95,4.3,149.2,36.95,43.0,301.0,164.3,1219.4,289.49999999999994
2015-04-15,17.12,38.5,63.84,35.55,580.95,150.1,96.32,2595.0,14.26,11870.0,73.3,66.38,263.0,195.7,67.59,480.7,1900.0,195.6,109.0,254.4,76.49,54.41,4.25,149.7,37.25,42.49,303.05,166.0,1224.9,291.3
2015-04-16,17.25,39.16,64.85,36.8,566.55,152.4,94.8,2580.0,13.715,11600.0,76.0,64.65,263.7,195.7,65.39,493.0,1955.0,189.2,112.05,259.25,76.5,54.5,4.13,147.4,39.0,42.45,313.0,168.0,1226.4,294.55
2015-04-17,17.15,38.28,63.8,35.4,563.0,149.3,94.6,2576.0,13.91,11520.0,73.6,62.99,257.0,201.6,68.0,504.8,2021.0,186.0,114.3,256.0,72.5,50.11,4.125,147.9,37.5,41.0,292.2,164.0,1181.5,290.25
2015-04-20,16.44,37.75,66.33,35.5,564.95,153.96,95.9,2670.0,15.002,11664.0,75.59,63.87,252.9,212.5,67.6,507.0,2065.0,188.4,117.5,260.5,73.5,49.29,4.13,146.8,37.395,41.65,301.2,166.0,1232.5,290.0
2015-04-21,16.43,37.72,67.62,36.45,569.0,155.35,97.0,2728.2,15.49,12207.0,76.1,65.15,255.15,214.0,70.9,523.3,2127.0,187.0,122.0,259.7,75.24,50.69,4.125,148.1,37.205,41.455,304.5,165.8,1244.7,292.50000000000006
2015-04-22,16.25,38.99,67.8,35.25,572.6,150.8,96.0,2639.5,15.2,12135.0,75.8,63.9,252.4,209.5,69.73,505.1,2154.0,188.0,131.6,252.4,73.9,49.47,4.075,146.8,36.46,41.0,295.85,165.8,1210.0,290.7
2015-04-23,15.9,38.65,65.85,35.3,548.7,150.15,95.3,2592.0,14.995,11900.0,74.01,61.6,253.25,204.9,68.01,499.6,2102.0,190.0,127.05,249.1,75.8,50.44,4.095,144.2,35.6,39.3,304.45,165.4,1178.0,284.5
2015-04-24,16.06,39.2,66.25,35.6,550.0,153.89,97.19,2645.0,14.599,11824.0,75.2,64.95,255.15,208.0,67.54,498.9,2119.0,188.5,132.45,258.2,75.75,50.88,4.04,145.2,36.8,39.79,297.0,165.3,1189.9,299.2
2015-04-27,16.05,39.33,67.14,35.4,565.1,152.05,96.65,2662.0,15.0,11577.0,76.65,64.7,257.8,211.1,68.97,496.4,2111.0,188.2,140.0,256.0,75.2,51.22,4.1,145.6,36.21,39.63,306.8,169.6,1193.2,299.55
2015-04-28,16.12,39.0,67.72,38.2,575.3,152.79,96.73,2644.9,14.84,11350.0,74.35,64.01,261.0,210.0,67.86,495.4,2069.0,190.1,150.15,256.55,75.7,50.39,4.09,144.5,36.4,39.375,309.9,167.9,1210.0,310.75
2015-04-29,16.0,39.5,67.8,37.5,570.6,152.5,95.52,2610.0,14.641,11458.0,74.03,65.94,258.0,208.0,68.0,499.0,2018.0,190.5,151.5,255.0,75.2,49.71,4.145,142.9,36.505,39.27,296.75,167.2,1205.5,315.5
2015-04-30,15.96,38.15,68.39,36.95,578.55,153.5,96.4,2645.6,15.12,11280.0,77.0,64.3,265.0,208.0,68.28,494.0,2039.0,192.0,154.5,256.5,76.9,50.0,4.095,145.7,38.4,38.85,292.35,167.0,1213.2,327.5
2015-05-05,16.3,40.2,71.75,37.5,576.5,156.33,101.7,2655.0,15.103,11038.0,79.4,65.2,267.25,207.0,68.4,501.0,2002.0,192.8,158.75,261.5,80.21,52.0,4.195,145.3,38.39,41.36,303.75,166.5,1266.5,342.75
2015-05-06,16.25,40.41,69.5,37.7,571.8,155.25,105.0,2660.0,14.678,11083.0,78.8,64.65,262.55,208.0,67.76,490.6,1980.0,188.8,161.0,259.9,79.2,52.28,4.2,143.5,37.35,41.59,309.9,166.5,1242.5,341.54999999999995
2015-05-07,16.11,40.02,69.0,38.3,583.0,152.1,102.01,2650.5,14.75,11090.0,76.0,63.76,260.0,206.3,68.78,490.0,1939.0,192.7,166.55,255.25,76.5,50.72,4.09,142.8,36.5,41.0,301.3,165.5,1191.0,337.59999999999997
2015-05-08,16.31,40.7,68.13,38.6,589.8,155.52,105.4,2691.6,14.665,11295.0,73.49,63.49,264.85,207.9,69.0,502.7,2003.0,194.8,169.1,259.45,75.5,50.79,4.095,143.3,36.45,40.9,303.25,166.5,1235.7,337.5
2015-05-12,16.2,40.5,69.15,38.45,617.0,154.2,106.8,2698.6,14.999,11220.0,74.5,62.5,266.3,211.0,72.69,502.7,2020.0,194.4,159.0,258.35,75.19,49.43,4.09,144.2,35.44,37.48,308.85,166.5,1247.1,332.35
2015-05-13,16.28,41.49,69.0,37.7,595.7,151.74,104.35,2620.0,14.511,11100.0,73.5,61.29,271.0,211.1,70.01,501.4,1981.0,194.3,160.55,252.45,75.24,50.0,4.11,139.8,35.125,38.105,303.2,166.0,1220.1,330.0
2015-05-14,16.58,41.09,66.49,37.35,620.3,151.8,102.45,2610.1,14.71,11240.0,71.4,62.08,268.7,209.7,71.88,500.9,1995.0,199.7,158.5,255.7,74.31,50.3,4.115,140.6,35.0,38.005,298.55,163.2,1202.3,325.75
2015-05-15,16.78,40.61,66.7,38.4,621.7,152.98,102.88,2595.0,15.352,11372.0,72.25,62.27,269.05,208.1,72.1,504.1,2005.0,199.8,160.0,257.45,75.05,50.36,4.15,141.0,35.94,39.1,296.7,163.9,1249.0,342.15000000000003
2015-05-18,17.0,40.52,66.4,39.1,605.2,151.9,102.48,2550.0,15.06,11042.0,73.54,60.88,267.65,209.0,70.8,502.0,1960.0,201.5,161.35,256.1,75.36,50.45,4.16,141.3,35.35,39.445,293.75,162.2,1200.1,354.99999999999994
2015-05-19,16.9,39.9,66.45,38.8,603.9,149.85,100.39,2530.0,14.82,10986.0,72.63,59.12,260.0,207.0,69.7,495.5,1997.0,203.0,162.15,252.25,73.35,49.68,4.15,139.7,34.395,39.45,294.95,160.9,1176.2,360.1
2015-05-20,16.85,38.85,65.34,40.35,596.6,146.35,101.8,2481.1,15.015,10940.0,73.18,64.6,252.65,204.9,68.86,494.7,1969.0,204.0,163.7,245.9,71.6,48.95,4.095,140.3,33.35,38.5,294.15,160.6,1175.7,360.0
2015-05-21,16.98,39.28,66.6,40.35,615.1,147.16,102.1,2523.0,14.95,11035.0,74.82,63.4,251.0,206.3,72.1,508.6,1974.0,203.8,161.2,245.65,73.25,49.66,4.14,140.0,35.0,39.2,297.85,160.7,1175.7,375.34999999999997
2015-05-22,17.0,41.2,67.0,40.7,617.6,148.8,95.34,2537.0,14.68,11020.0,75.15,62.24,252.5,203.5,73.67,512.4,1975.0,203.2,161.2,249.9,74.35,49.3,4.08,140.1,34.6,38.94,302.6,160.9,1194.3,388.85
2015-05-25,16.86,41.1,67.16,40.5,613.8,146.69,95.15,2502.2,14.99,10910.0,75.47,62.52,254.0,204.5,73.21,506.8,1964.0,202.9,160.75,244.6,74.46,49.05,4.02,139.6,33.85,38.99,297.3,158.1,1179.5,397.5
2015-05-26,16.91,40.23,65.7,40.7,617.2,145.25,92.5,2508.0,14.582,10813.0,74.3,63.0,249.4,204.4,72.13,515.7,1997.0,206.9,160.65,245.15,74.67,48.97,4.03,141.0,33.5,39.16,292.0,156.9,1199.0,407.5
2015-05-27,16.97,40.4,66.53,41.1,630.9,147.66,93.8,2541.8,14.882,10653.0,72.89,62.08,244.5,207.5,72.8,524.4,2015.0,199.4,160.15,247.5,74.23,47.8,4.11,140.0,32.8,39.56,297.0,158.3,1230.0,413.00000000000006
2015-05-28,16.96,40.75,68.74,41.0,629.2,146.11,93.97,2563.8,14.824,10655.0,71.23,63.15,246.85,204.4,74.68,528.5,2042.0,193.4,159.15,245.8,73.6,47.54,4.075,139.7,32.61,39.41,300.8,160.1,1243.0,402.5
2015-05-29,16.9,41.1,63.25,39.85,608.4,139.0,90.05,2461.3,14.705,10510.0,72.0,65.25,243.0,202.0,73.0,522.5,2001.0,183.1,157.5,234.0,73.5,48.25,4.09,137.8,31.0,37.2,280.2,155.0,1234.5,401.25
2015-06-01,16.87,40.53,64.4,38.4,611.1,139.4,93.03,2447.5,14.709,10456.0,72.23,66.7,241.4,202.8,73.68,525.1,2081.0,186.4,156.7,236.0,72.65,48.03,4.045,138.0,31.885,39.08,290.4,157.1,1232.2,401.75
2015-06-02,17.1,40.0,62.74,38.8,615.0,140.75,96.19,2515.0,15.21,10892.0,73.5,67.8,245.3,201.9,73.4,536.3,2086.0,191.7,151.5,237.5,73.92,49.2,4.05,135.5,31.9,38.9,294.25,158.1,1270.3,401.05
2015-06-03,16.93,39.3,60.5,38.7,622.0,140.71,97.04,2480.3,14.655,10765.0,71.15,66.7,241.05,197.1,73.0,539.4,2085.0,186.0,151.0,233.1,71.72,48.11,4.05,134.9,31.505,38.75,293.25,153.7,1251.5,405.25
2015-06-04,17.22,40.07,61.68,38.65,607.9,140.2,97.42,2525.0,14.823,10750.0,70.55,66.82,239.5,196.5,75.2,538.2,2220.0,190.0,148.3,236.25,71.25,47.64,4.04,134.5,31.965,39.05,297.0,155.0,1304.7,405.25
2015-06-05,17.67,39.8,62.94,38.45,618.1,142.4,99.86,2570.0,14.832,10685.0,72.8,71.0,239.3,195.0,75.2,541.9,2244.0,189.0,147.55,236.75,70.61,47.85,4.05,136.5,31.9,39.555,300.9,156.6,1348.9,405.35
2015-06-08,17.76,40.0,63.78,38.65,624.9,142.66,99.54,2551.9,14.78,10654.0,72.2,72.14,241.5,195.0,75.01,541.2,2204.0,190.5,151.0,239.6,69.17,47.56,4.05,138.0,31.31,39.0,292.0,156.0,1336.4,409.5
