date,AFKS,AFLT,ALRS,BSPB,CHMF,GAZP,GMKN,LKOH,MAGN,MGNT,MOEX,MTLR,MTSS,MVID,NLMK,NVTK,PHOR,PIKK,PLZL,ROSN,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,TATN,TATNP,TRNFP,VTBR
2016-04-01,17.475,74.55,70.3,46.9,734.9,147.2,84.6,2625.0,22.5,10470.0,105.05,62.16,237.6,263.9,86.28,590.0,2774.0,251.2,384.9,301.8,108.52,77.29,6.88,149.25,39.645,44.9,356.0,199.5,1815.0,372.5
2016-04-04,17.4,74.65,70.2,47.35,751.5,146.38,84.59,2692.0,23.565,10470.0,103.52,63.15,236.45,263.4,89.14,590.0,2799.0,253.0,383.0,309.5,108.2,76.26,6.71,149.6,39.525,45.04,359.0,197.8,1865.0,377.75000000000006
2016-04-05,17.17,75.4,70.1,49.2,746.9,144.34,87.0,2698.5,23.62,10400.0,102.4,63.05,233.3,259.5,88.05,600.0,2846.0,250.2,390.9,306.2,106.87,75.13,6.8,150.45,38.925,44.99,351.0,195.9,1875.0,369.90000000000003
2016-04-06,17.26,79.14,70.15,51.15,738.6,144.2,87.99,2715.0,23.705,10390.0,102.67,62.9,231.9,261.0,88.12,601.6,2796.0,250.2,382.0,309.05,108.0,76.1,6.9,149.85,38.65,44.735,350.95,198.2,1820.0,369.49999999999994
2016-04-07,16.99,78.0,70.1,53.9,742.5,143.89,86.88,2722.0,23.75,10332.0,103.0,62.09,234.4,258.3,89.8,591.7,2768.0,253.6,385.4,306.8,108.51,76.8,6.98,149.0,37.845,44.545,361.8,198.0,1832.0,371.85
2016-04-08,17.15,79.0,71.89,53.0,731.0,145.7,86.29,2777.5,24.3,10320.0,104.2,62.36,238.1,259.6,90.09,584.4,2789.0,250.5,379.9,316.5,112.92,78.75,6.86,149.15,37.6,44.205,359.15,199.0,1837.0,373.24999999999994
2016-04-11,17.89,82.2,71.7,54.15,760.4,147.3,87.83,2798.0,24.195,10254.0,104.55,62.2,251.5,260.2,89.5,596.8,2756.0,250.0,376.0,325.0,117.35,81.85,7.1,150.1,37.8,43.725,359.85,204.4,1836.0,384.7
2016-04-12,18.4,79.32,71.75,54.65,747.3,148.9,87.3,2775.0,23.9,10129.0,104.9,62.96,250.0,259.6,87.15,599.0,2698.0,250.4,370.0,320.0,117.95,81.92,7.16,151.5,37.18,43.3,355.6,200.0,1802.0,375.5
2016-04-13,18.75,78.55,71.2,54.25,764.5,153.12,91.21,2824.0,24.06,10490.0,104.9,64.85,251.7,257.5,85.75,610.0,2739.0,250.3,367.1,322.3,119.5,82.45,7.46,152.0,37.74,43.43,356.8,201.5,1820.0,383.99999999999994
2016-04-14,18.7,78.63,71.6,55.2,787.0,150.43,91.5,2814.5,24.57,10240.0,103.47,65.56,251.75,261.8,87.4,601.7,2717.0,250.4,384.9,313.6,119.3,81.2,7.31,152.15,37.11,43.85,350.3,195.0,1800.0,374.25
2016-04-15,19.125,78.0,71.45,55.0,784.9,147.99,91.2,2822.5,23.955,10132.0,102.05,64.51,252.0,270.3,88.22,602.3,2739.0,251.2,401.4,309.75,119.3,80.84,7.06,150.3,36.86,43.795,348.4,196.8,1811.0,376.35
2016-04-18,19.24,76.68,70.76,54.0,776.8,146.3,92.7,2777.0,24.215,10125.0,104.0,65.64,249.5,280.6,87.7,604.0,2838.0,251.0,415.0,303.9,118.2,81.07,7.12,148.85,36.095,43.425,344.5,196.7,1768.0,367.5
2016-04-19,19.49,77.62,73.7,54.4,779.9,155.95,92.41,2815.5,24.09,10075.0,107.05,66.72,259.45,284.5,90.7,604.6,2844.0,250.8,429.0,311.75,121.5,82.8,7.07,152.9,35.81,43.185,344.0,197.8,1799.0,367.00000000000006
2016-04-20,19.29,77.26,75.76,54.35,798.8,161.95,92.59,2870.0,24.49,10115.0,108.84,67.3,257.2,290.4,94.7,604.2,2925.0,252.4,440.0,322.05,123.75,83.88,7.44,154.85,35.56,43.28,342.0,198.6,1838.0,367.05
2016-04-21,19.3,74.8,75.08,53.5,806.7,161.8,93.68,2890.0,24.7,10162.0,108.7,67.07,257.4,292.2,93.33,607.7,2947.0,250.3,453.6,323.0,119.17,82.95,7.24,153.05,35.93,42.45,333.0,196.4,1835.0,358.2
2016-04-22,19.21,78.21,75.0,52.65,817.9,161.2,97.5,2890.0,25.22,10295.0,109.95,66.44,258.5,294.4,92.01,611.0,2915.0,251.2,457.0,322.1,121.25,84.08,7.37,153.3,36.395,42.7,342.95,198.7,1897.0,360.0
2016-04-25,19.3,76.28,74.81,52.0,829.0,160.3,96.31,2853.0,25.215,9540.0,109.25,67.25,257.1,295.3,92.8,607.1,2865.0,250.0,474.1,326.9,120.08,82.85,7.16,153.95,36.2,43.0,352.8,199.8,2050.0,357.70000000000005
2016-04-26,19.39,75.16,74.2,52.35,772.0,163.0,97.5,2796.0,23.7,9180.0,103.99,66.9,256.0,304.7,92.05,610.9,2875.0,250.3,474.4,331.85,119.7,82.37,7.15,154.15,35.9,43.095,353.0,197.9,2010.0,351.0
2016-04-27,19.45,75.0,74.16,52.9,767.0,160.99,97.0,2733.0,23.78,8825.0,103.36,66.55,256.7,300.1,90.3,613.0,2851.0,250.0,479.8,334.95,120.8,83.09,7.15,152.9,35.81,42.95,353.35,194.4,1990.0,354.35
2016-04-28,19.68,76.04,74.32,52.75,758.1,164.75,97.09,2800.0,24.115,9040.0,104.71,66.55,256.65,296.0,88.3,638.1,2863.0,260.0,476.0,341.75,124.39,83.91,7.72,153.2,35.82,42.7,356.9,193.0,2023.0,357.25
2016-04-29,19.45,77.48,73.9,52.4,727.0,168.47,94.09,2752.0,23.735,9002.0,102.15,66.49,253.0,299.0,89.25,612.8,2838.0,250.3,476.8,351.0,123.55,84.0,7.41,152.4,34.1,42.0,340.95,192.0,2002.0,350.25
2016-05-04,19.2,76.89,73.55,51.35,712.9,162.4,91.0,2698.5,22.65,9006.0,105.15,65.04,257.2,298.7,83.65,623.0,2869.0,250.0,475.0,346.0,120.96,82.08,7.37,152.9,33.73,40.98,330.4,184.5,2044.0,350.5
2016-05-05,19.21,78.4,72.6,52.8,715.9,160.5,88.09,2630.0,22.2,9151.0,106.23,64.5,256.75,299.0,84.19,611.1,2861.0,250.0,481.3,336.5,120.92,82.5,7.26,153.1,33.46,40.71,323.65,183.5,2020.0,351.0
2016-05-06,19.25,78.5,72.64,52.2,722.0,159.27,87.6,2629.0,22.605,9093.0,103.93,64.04,262.05,299.2,87.1,618.9,2846.0,251.5,475.5,329.0,120.64,82.78,7.3,153.95,32.875,40.98,320.0,183.0,2072.0,345.00000000000006
2016-05-10,19.2,79.87,72.5,52.3,686.4,156.85,88.15,2585.5,23.74,9038.0,102.8,63.55,253.0,296.0,83.4,623.9,2894.0,251.0,475.6,323.5,119.55,82.25,7.13,154.4,33.0,40.025,321.2,186.0,2082.0,342.5
2016-05-11,19.36,78.9,72.62,52.65,683.0,159.45,88.5,2642.5,24.385,8921.0,106.04,63.91,253.0,296.7,84.86,628.8,2925.0,256.5,475.3,324.6,123.45,84.0,7.15,155.6,33.98,41.045,322.85,183.9,2023.0,347.50000000000006
2016-05-12,19.5,81.0,73.08,52.0,690.0,159.03,89.11,2673.5,24.355,8834.0,107.0,63.11,255.2,297.5,83.94,620.3,2840.0,252.5,474.0,319.0,121.2,83.08,7.12,153.8,33.57,42.395,320.15,184.8,1975.0,345.00000000000006
2016-05-13,19.495,80.51,73.49,52.9,689.0,159.85,89.86,2699.5,24.34,9036.0,104.32,63.08,256.1,298.1,83.65,618.4,2932.0,250.4,475.0,322.65,121.07,83.1,6.98,153.85,33.43,40.93,325.95,186.3,1980.0,344.0
2016-05-16,19.82,81.8,76.22,53.1,683.2,158.07,89.3,2662.0,24.59,9430.0,104.36,62.15,259.2,298.1,86.21,626.4,2875.0,251.0,475.0,322.6,122.6,83.72,7.16,154.6,33.42,41.1,321.2,183.5,2049.0,347.95
2016-05-17,20.0,80.56,76.55,52.9,689.1,153.58,89.3,2671.5,25.0,9352.0,103.71,61.41,259.45,300.0,85.37,632.3,2884.0,252.0,477.0,322.1,122.71,83.83,7.47,156.8,33.52,42.385,322.8,184.0,2018.0,344.5
2016-05-18,20.43,78.69,78.0,52.6,713.7,152.1,90.95,2707.0,24.93,9301.0,105.22,61.38,262.9,295.6,86.2,639.2,2889.0,251.9,473.3,329.5,123.12,84.05,7.65,155.5,34.155,42.75,325.5,184.1,1897.0,345.00000000000006
2016-05-19,20.49,78.1,76.55,52.65,700.7,148.33,91.9,2695.5,24.955,9200.0,105.2,61.2,252.6,297.0,84.12,642.6,2881.0,250.6,470.0,330.0,120.5,82.07,7.36,155.9,33.82,42.25,317.0,182.1,1799.0,340.8
2016-05-20,20.58,78.8,73.59,52.95,704.4,146.7,91.2,2712.0,25.2,9075.0,104.0,61.5,258.0,301.6,84.98,654.5,2888.0,253.0,475.0,324.65,121.9,82.92,7.48,156.4,33.65,41.745,313.5,178.2,1810.0,342.5
2016-05-23,20.475,81.18,73.15,52.0,694.8,144.31,90.31,2647.0,25.135,8975.0,104.0,61.22,253.1,297.9,82.8,648.7,2899.0,257.9,469.1,313.1,121.51,82.6,7.51,155.0,33.255,41.735,305.7,177.0,1728.0,342.5
2016-05-24,20.5,81.5,73.78,54.1,696.3,146.35,90.85,2656.5,25.64,9150.0,105.1,62.44,254.8,295.9,83.05,651.3,2920.0,257.2,471.1,317.0,123.5,83.43,7.41,155.0,33.36,41.535,304.45,176.6,1735.0,345.00000000000006
2016-05-25,20.87,80.6,71.75,56.7,703.1,146.55,90.79,2650.5,26.82,9140.0,106.17,64.0,256.0,296.9,84.56,657.3,2922.0,257.0,470.5,318.0,127.87,84.9,7.44,155.65,33.555,41.21,305.9,175.1,1766.0,349.5
2016-05-26,20.73,82.68,70.54,56.4,697.0,148.87,91.52,2678.0,26.4,9201.0,106.47,64.2,254.7,297.5,84.64,652.0,2904.0,250.3,470.4,320.15,132.16,87.4,7.5,156.6,33.53,41.39,309.9,176.2,1722.0,350.00000000000006
2016-05-27,20.85,81.0,71.5,56.7,706.0,149.88,91.4,2682.0,26.91,9466.0,106.94,62.88,255.8,299.0,85.4,659.9,2916.0,250.8,469.0,320.6,133.2,88.56,7.67,156.15,33.8,41.6,310.0,175.3,1755.0,346.1
2016-05-30,21.0,81.01,72.96,56.5,701.2,149.6,92.0,2695.5,26.195,9408.0,106.75,62.7,255.55,296.9,85.65,671.8,2945.0,253.8,472.0,322.0,134.45,89.83,7.77,156.05,33.8,41.62,313.55,175.5,1754.0,349.35
2016-05-31,20.99,81.7,70.45,54.8,670.5,145.5,89.9,2570.0,25.72,9340.0,109.4,63.5,257.15,292.0,85.99,659.4,2880.0,251.0,468.2,316.0,132.56,91.5,7.88,157.1,33.805,41.45,301.8,171.9,1700.0,342.0
2016-06-01,20.51,83.0,70.9,54.95,674.5,144.7,90.29,2580.0,24.5,9255.0,106.72,61.85,251.9,291.4,84.0,659.0,2775.0,252.8,465.1,313.0,131.36,90.86,7.82,156.4,33.35,41.4,309.55,173.5,1723.0,341.6
2016-06-02,20.72,84.4,69.7,55.5,675.2,144.0,89.25,2597.0,24.94,9190.0,108.0,61.28,254.55,292.7,81.18,660.8,2771.0,252.2,471.9,311.35,132.3,91.25,7.56,157.2,32.91,40.51,311.95,175.5,1662.0,339.59999999999997
2016-06-03,20.83,88.2,69.81,56.6,667.5,143.41,88.59,2587.0,25.96,9150.0,109.1,61.96,253.0,294.2,80.45,654.4,2785.0,249.9,472.0,314.75,131.59,90.24,7.49,159.0,33.02,41.01,314.0,175.2,1615.0,342.0
2016-06-06,21.255,87.92,69.3,55.35,688.0,146.4,89.68,2613.0,25.345,9260.0,111.2,61.43,267.0,296.9,80.73,651.1,2840.0,251.2,471.0,323.85,133.99,92.14,7.37,158.85,33.69,41.625,320.85,177.8,1645.0,347.50000000000006
2016-06-07,21.85,86.53,71.46,56.25,701.9,147.75,89.74,2681.5,25.38,9388.0,112.4,59.85,264.95,297.7,81.02,673.9,2845.0,251.2,470.0,328.85,139.97,97.21,7.5,162.0,34.095,41.6,335.0,180.3,1645.0,351.5
2016-06-08,22.2,84.04,73.08,56.2,692.2,146.95,88.73,2680.5,25.62,9200.0,111.65,60.01,263.4,294.2,79.99,665.9,2825.0,250.0,470.0,342.5,139.39,97.44,7.39,161.25,34.14,40.95,331.5,179.5,1742.0,360.0
2016-06-09,22.065,85.0,73.11,56.45,675.4,144.98,86.99,2635.0,25.33,8830.0,111.0,58.46,264.15,292.4,80.51,680.0,2760.0,250.0,470.7,343.5,139.61,97.78,7.63,158.75,33.25,40.55,319.4,175.8,1714.0,365.0
2016-06-10,22.6,83.92,70.7,55.65,671.9,142.44,86.96,2636.0,25.445,8819.0,110.81,58.7,260.7,294.5,77.7,662.0,2745.0,250.0,470.4,337.85,133.5,93.75,7.4,157.6,32.82,39.85,316.5,173.1,1656.0,364.0
2016-06-14,22.185,83.99,70.0,54.1,662.0,141.84,86.7,2670.0,24.99,8660.0,113.1,57.5,263.4,298.7,79.2,663.6,2768.0,248.9,470.4,324.8,127.08,88.75,7.54,154.85,33.935,38.55,322.0,175.4,1729.0,354.99999999999994
2016-06-15,21.99,84.47,68.95,53.5,651.8,141.57,85.53,2637.5,25.28,8929.0,115.74,57.8,268.3,303.0,79.01,655.0,2730.0,247.4,471.9,322.85,129.89,90.44,7.43,156.15,33.86,38.1,323.45,172.3,1735.0,350.65
2016-06-16,21.55,87.0,70.75,53.0,640.6,139.5,84.98,2624.0,24.24,8755.0,114.9,57.4,256.0,305.0,78.75,649.3,2771.0,244.2,470.0,316.3,127.1,88.0,7.38,155.35,33.95,38.59,321.3,173.4,1739.0,346.0
2016-06-17,20.0,84.7,71.68,52.5,652.4,139.32,84.48,2647.0,25.03,8750.0,113.09,58.0,253.3,295.1,79.9,669.6,2790.0,251.0,470.5,320.65,128.7,89.54,7.49,152.2,33.6,38.85,325.05,177.5,1680.0,345.00000000000006
2016-06-20,21.2,85.9,72.94,53.1,663.2,142.97,83.0,2643.5,25.45,8850.0,119.0,57.04,262.2,306.4,80.24,667.0,2765.0,250.0,469.7,336.0,132.13,90.95,7.4,157.95,33.815,38.985,329.25,176.3,1647.0,349.95
2016-06-21,21.1,83.52,73.11,52.95,674.0,143.54,84.13,2658.0,25.365,8709.0,117.06,56.59,255.1,307.5,80.4,659.6,2786.0,250.0,470.7,340.95,133.39,90.51,7.43,158.65,33.74,38.6,322.85,176.2,1672.0,350.90000000000003
2016-06-22,20.74,84.17,71.5,54.3,689.0,143.0,83.49,2660.0,24.75,8488.0,117.01,55.33,253.0,303.5,81.67,651.2,2757.0,247.2,469.0,337.75,134.81,91.85,7.34,159.1,33.2,38.65,327.25,175.6,1645.0,345.00000000000006
2016-06-23,20.965,85.7,71.42,54.9,684.0,144.2,84.07,2730.0,24.805,8450.0,117.05,54.99,249.9,314.9,81.55,658.1,2738.0,250.0,468.7,348.0,138.0,95.61,7.39,161.8,33.435,38.51,330.0,177.5,1658.0,347.50000000000006
2016-06-24,20.055,83.42,72.15,52.4,679.0,141.25,83.8,2725.0,23.8,8280.0,114.1,54.2,238.15,307.1,81.06,630.3,2779.0,250.0,466.2,333.65,133.4,91.01,7.46,159.95,33.695,39.2,325.65,174.7,1632.0,343.9
2016-06-27,19.82,83.0,70.0,52.0,656.8,138.52,82.85,2631.0,23.005,8320.0,112.0,52.75,234.5,313.8,79.0,628.4,2769.0,250.0,468.9,328.05,126.2,87.0,7.56,158.25,32.9,38.755,316.0,172.5,1636.0,335.0
2016-06-28,19.64,81.2,69.9,52.5,682.4,139.24,84.8,2628.0,23.055,8300.0,112.99,58.3,240.8,320.0,82.65,627.8,2788.0,250.0,469.3,327.0,129.57,88.46,7.4,157.0,32.895,38.745,322.35,175.2,1652.0,338.15
2016-06-29,20.54,83.41,69.5,51.95,697.5,140.0,84.85,2668.0,24.025,8700.0,113.75,57.09,243.5,326.8,83.41,641.9,2785.0,250.0,469.8,331.5,133.88,90.35,7.45,160.6,33.24,38.4,328.65,176.9,1694.0,343.5
2016-06-30,20.45,85.5,69.29,51.75,700.7,139.51,85.4,2684.0,24.0,9012.0,112.52,56.71,243.05,301.7,83.0,647.6,2769.0,250.0,469.6,330.0,133.0,90.0,7.38,161.35,33.205,38.4,331.5,176.5,1665.0,340.0
2016-07-01,21.35,86.01,68.5,51.8,699.1,140.05,84.96,2707.0,24.225,9101.0,112.44,56.5,245.05,299.3,83.7,644.2,2742.0,249.3,468.9,332.45,133.85,90.8,7.4,163.2,32.96,38.605,331.5,178.4,1665.0,336.74999999999994
2016-07-04,21.29,85.17,69.5,50.5,684.1,141.6,88.61,2745.0,24.43,9145.0,112.9,56.72,235.45,299.8,84.11,641.5,2718.0,249.8,468.1,331.2,134.6,90.73,7.5,162.15,33.045,39.005,327.3,178.3,1654.0,336.95000000000005
2016-07-05,21.61,86.48,69.6,49.95,691.8,140.95,88.09,2769.5,23.7,8950.0,110.78,56.25,235.15,296.7,82.12,634.1,2649.0,250.0,469.8,329.4,131.85,89.0,7.48,163.95,32.9,39.54,322.0,176.4,1633.0,335.05
2016-07-06,21.225,86.45,68.71,49.75,701.0,139.99,87.72,2732.0,24.78,8760.0,111.0,55.13,235.2,293.5,84.14,632.0,2580.0,248.9,469.0,320.5,129.36,88.26,7.61,162.3,32.14,39.85,321.15,177.2,1626.0,336.15
2016-07-07,21.27,87.44,67.63,49.6,676.1,140.37,87.2,2748.0,24.7,8753.0,113.06,55.56,231.5,288.0,81.15,640.0,2626.0,249.5,468.2,320.9,131.8,90.16,7.67,163.1,31.95,39.49,314.35,170.7,1601.0,340.25
2016-07-08,20.985,89.0,67.55,50.5,658.2,140.27,86.72,2788.0,24.85,9261.0,115.22,55.08,232.0,286.7,84.52,638.5,2593.0,243.7,468.0,325.0,134.41,91.51,7.6,162.65,32.0,39.95,311.8,169.8,1553.0,340.95
2016-07-11,21.45,87.73,67.86,51.85,669.1,141.4,88.55,2752.0,25.16,9348.0,119.19,56.18,238.2,289.9,84.25,643.2,2578.0,250.0,468.6,328.35,137.2,92.7,7.6,162.35,32.32,40.5,317.9,169.9,1576.0,344.45000000000005
2016-07-12,21.765,89.79,69.18,52.0,693.8,142.12,90.25,2777.0,25.7,9404.0,119.98,56.2,238.05,301.0,86.8,659.8,2535.0,251.0,466.5,339.4,140.4,94.81,7.61,163.65,32.39,40.88,326.35,170.2,1615.0,345.25
2016-07-13,21.405,90.46,71.2,52.0,694.3,143.6,93.0,2741.0,26.6,9460.0,119.7,56.6,235.85,303.0,87.84,660.5,2520.0,250.0,464.4,336.5,139.4,96.44,7.6,162.8,32.345,40.99,316.05,166.0,1617.0,337.5
2016-07-14,21.5,87.78,70.99,52.0,711.2,144.2,92.97,2770.0,27.38,9508.0,119.61,56.1,232.5,295.0,88.58,650.2,2517.0,250.0,461.0,336.5,140.0,96.99,7.59,164.3,32.96,41.4,318.0,167.3,1650.0,342.45
2016-07-15,21.32,87.18,70.5,53.9,730.0,147.37,92.9,2792.5,27.945,9461.0,120.0,56.56,235.2,298.3,90.39,651.6,2589.0,247.7,459.3,335.0,138.12,96.0,7.62,163.55,32.95,36.0,325.6,168.4,1623.0,341.6
2016-07-18,21.48,86.9,69.0,56.3,730.3,145.84,93.08,2799.0,28.29,9250.0,119.2,56.4,236.9,303.4,89.75,648.2,2648.0,247.0,456.4,333.7,139.93,96.5,7.62,162.3,32.66,34.2,326.35,166.8,1614.0,343.75
2016-07-19,21.385,87.58,70.83,56.0,738.8,139.48,93.1,2828.0,28.255,9104.0,119.0,57.01,235.35,316.5,92.97,645.1,2648.0,247.5,454.8,329.5,139.47,96.51,7.6,163.0,31.7,32.3,323.0,164.8,1583.0,337.99999999999994
2016-07-20,21.75,86.86,70.0,56.75,745.0,139.26,92.97,2840.5,28.4,9225.0,114.73,57.86,239.5,314.9,93.7,646.9,2645.0,249.5,452.0,329.05,138.57,97.37,8.0,162.75,31.61,33.02,317.3,164.4,1566.0,334.5
2016-07-21,21.84,85.2,70.0,56.75,741.0,140.1,93.9,2858.0,28.19,9400.0,115.39,58.55,244.3,314.9,91.88,653.5,2632.0,249.5,453.9,334.3,138.5,97.1,9.0,164.5,31.96,33.475,320.7,160.9,1568.0,337.95
2016-07-22,21.945,86.88,70.01,55.8,747.5,140.6,94.0,2855.0,28.7,9365.0,115.95,58.32,243.9,314.9,90.34,645.9,2649.0,249.5,456.4,334.3,137.8,96.4,8.65,166.3,32.225,33.5,319.0,159.5,1569.0,335.55
2016-07-25,21.845,86.6,70.29,55.25,751.0,140.7,93.06,2829.0,29.255,10100.0,117.35,58.06,245.2,312.9,89.96,642.8,2653.0,249.7,456.4,334.0,136.0,95.2,7.8,165.85,31.98,33.96,323.0,162.6,1580.0,339.7
2016-07-26,22.485,86.1,70.48,54.7,761.0,140.69,93.39,2821.0,29.045,10475.0,114.5,57.91,248.8,315.9,93.53,655.0,2700.0,250.5,468.0,330.0,135.75,95.1,7.8,164.55,31.61,34.2,317.7,164.6,1580.0,338.55
2016-07-27,22.5,85.4,70.7,54.0,764.0,139.5,94.45,2836.5,28.62,10020.0,114.0,58.31,249.35,321.9,90.8,655.4,2690.0,250.0,468.8,329.9,136.9,94.99,7.8,164.6,31.855,33.91,319.8,165.9,1629.0,342.5
2016-07-28,23.45,86.08,71.6,54.45,770.0,139.9,95.35,2887.0,29.35,10292.0,114.95,58.49,251.8,329.0,92.23,653.2,2700.0,250.0,468.4,334.0,136.85,95.9,8.02,164.55,31.74,33.31,320.95,166.6,1648.0,340.90000000000003
2016-07-29,23.055,85.7,71.25,58.35,793.2,137.3,94.44,2867.0,29.495,10210.0,113.51,57.51,252.0,321.5,95.29,648.1,2715.0,250.0,466.4,325.5,139.15,98.8,8.14,165.8,31.205,32.6,317.45,169.0,1665.0,337.05
2016-08-01,23.35,86.25,70.94,58.55,774.5,136.93,96.37,2886.0,30.76,10381.0,112.7,55.7,250.95,319.3,93.69,654.8,2722.0,250.0,466.9,325.6,138.52,98.41,8.1,165.6,30.74,32.0,320.9,171.3,1670.0,334.59999999999997
2016-08-02,23.16,86.0,70.89,57.6,769.3,134.5,95.81,2781.0,29.865,10347.0,111.27,55.85,248.0,316.4,93.81,641.0,2714.0,250.0,466.0,317.35,135.06,96.58,8.1,165.2,30.235,31.195,314.45,170.9,1622.0,335.95
2016-08-03,23.4,86.5,71.99,57.95,785.9,134.04,96.6,2797.0,30.65,10368.0,111.63,55.01,246.0,315.5,93.25,645.0,2729.0,250.0,463.2,323.25,135.73,97.0,7.95,165.85,30.295,31.6,314.05,168.6,1603.0,335.8
2016-08-04,23.3,86.55,72.98,58.7,796.2,136.7,97.34,2839.5,30.255,10450.0,115.19,54.82,248.6,321.9,93.65,652.4,2727.0,250.0,465.9,329.0,137.14,97.23,7.94,166.3,30.6,32.1,328.0,169.7,1654.0,342.0
2016-08-05,23.3,87.0,73.5,59.7,795.0,135.5,97.78,2815.0,30.59,10690.0,114.87,54.53,247.2,320.4,93.02,647.3,2721.0,250.1,465.0,329.9,138.69,97.51,7.92,166.0,30.64,32.22,328.5,171.9,1633.0,338.1
2016-08-08,23.26,86.0,74.2,60.0,796.9,137.47,98.3,2842.5,30.37,10927.0,117.94,53.79,250.9,318.9,93.38,648.1,2721.0,253.1,465.6,329.0,139.45,98.45,8.01,165.15,30.595,32.27,330.0,172.5,1618.0,340.25
2016-08-09,23.31,86.0,74.19,59.45,816.0,137.34,98.5,2806.0,31.24,10846.0,117.52,53.9,252.4,319.1,94.26,652.1,2670.0,250.0,462.8,329.9,139.2,99.0,8.0,165.0,30.97,32.49,326.75,171.7,1624.0,338.25
2016-08-10,22.99,85.45,73.99,58.5,793.3,137.4,99.27,2738.0,30.9,10751.0,119.0,54.58,250.0,325.0,91.76,642.4,2661.0,250.6,464.8,326.6,138.3,98.0,8.14,164.55,30.4,32.7,325.3,171.7,1620.0,338.5
2016-08-11,23.255,85.5,73.2,59.9,793.5,137.19,99.89,2785.0,31.39,10673.0,119.48,54.43,250.5,333.0,92.0,643.5,2657.0,250.6,464.5,325.05,139.7,99.39,8.25,164.5,30.6,33.445,326.5,171.5,1601.0,338.84999999999997
2016-08-12,23.275,85.79,73.4,58.85,788.0,137.83,98.6,2870.0,31.9,10800.0,123.0,54.1,251.8,345.0,91.97,650.4,2663.0,251.2,463.5,330.85,139.45,98.8,8.11,165.0,30.65,33.62,332.0,174.1,1610.0,340.0
2016-08-15,23.01,85.25,73.73,59.5,793.0,138.0,99.67,2922.5,33.335,10835.0,124.99,54.08,249.85,344.8,91.81,658.4,2656.0,258.3,462.3,339.0,139.5,99.13,8.14,167.35,30.51,33.25,332.6,175.1,1618.0,337.0
2016-08-16,23.27,83.6,74.0,58.6,799.0,137.99,99.75,2932.5,32.29,10532.0,129.44,54.35,251.9,345.0,91.73,668.0,2636.0,258.8,461.0,343.5,138.1,99.31,8.09,168.45,30.51,32.885,337.85,175.0,1627.0,333.00000000000006
2016-08-17,23.185,82.37,76.0,57.65,777.0,137.68,97.7,2932.0,32.285,10400.0,126.61,56.1,247.55,349.0,91.7,672.7,2621.0,259.4,458.7,345.55,138.44,98.95,8.04,170.3,30.62,33.145,334.6,172.7,1629.0,335.0
2016-08-18,23.0,83.39,75.39,57.35,809.0,138.4,96.01,2956.5,33.2,10380.0,126.6,58.82,240.0,349.0,92.91,679.9,2580.0,256.9,459.3,351.85,137.0,98.85,8.06,170.05,30.53,32.96,335.0,174.9,1613.0,335.0
2016-08-19,22.27,83.25,74.65,56.9,802.1,136.8,97.88,2948.0,32.875,10260.0,126.0,58.84,236.65,344.1,92.7,680.1,2584.0,256.9,458.1,349.05,135.8,98.4,8.06,170.3,30.37,32.95,325.6,175.5,1603.0,335.0
2016-08-22,22.66,82.95,75.45,56.95,813.8,137.8,98.9,2985.0,32.935,10589.0,125.55,59.8,237.1,356.7,92.56,688.6,2597.0,258.0,457.3,351.75,137.37,99.15,8.04,170.6,30.6,33.05,331.95,174.9,1602.0,335.0
2016-08-23,22.685,85.18,75.48,56.95,815.0,137.37,98.79,3014.0,32.77,10643.0,124.9,60.37,237.35,349.4,94.14,696.0,2599.0,265.0,456.9,351.0,140.35,100.8,7.98,169.85,30.375,32.855,328.2,174.4,1603.0,337.45
2016-08-24,22.9,88.23,75.27,57.0,806.3,137.0,98.53,3035.0,33.135,10250.0,127.0,61.41,235.25,350.3,93.42,697.5,2586.0,274.0,457.8,350.2,139.5,100.3,7.98,173.1,30.26,32.4,326.6,174.6,1590.0,336.0
2016-08-25,23.095,90.99,75.4,58.0,802.0,135.42,97.6,3049.0,31.85,10289.0,127.01,61.59,237.5,364.8,92.95,698.8,2580.0,272.0,456.0,348.2,142.84,102.8,7.99,172.65,29.525,31.16,325.5,174.0,1582.0,337.5
2016-08-26,23.0,94.0,73.0,56.4,791.0,136.2,95.97,3025.0,31.36,10376.0,130.75,60.51,237.2,348.0,91.5,708.1,2571.0,272.0,456.0,350.55,145.25,104.09,8.0,172.9,30.285,31.62,327.55,174.7,1582.0,335.50000000000006
2016-08-29,23.08,94.2,73.85,55.9,783.5,136.2,96.4,2990.5,31.2,10492.0,132.34,63.62,236.05,345.0,90.36,695.6,2569.0,273.6,455.3,350.6,143.55,103.6,7.97,173.25,30.6,32.08,326.25,173.7,1552.0,336.9
2016-08-30,23.025,99.0,75.61,55.8,778.3,135.59,96.28,2989.5,31.35,10475.0,130.63,64.55,240.75,346.8,91.2,695.7,2574.0,273.7,458.6,348.0,143.18,102.45,7.86,173.05,30.5,32.025,325.55,174.2,1538.0,341.0
